    1       0.000       0.000       0.000
    2       2.000       0.000       0.000
    3       4.000       0.000       0.000
    4       6.000       0.000       0.000
    5       8.000     502.000      22.405
    6      10.000    1042.000      32.280
    7      12.000    1786.000      42.261
    8      14.000    3206.000      56.622
    9      16.000    5585.000      74.733
   10      18.000    8677.000      93.150
   11      20.000   11995.000     109.522
   12      22.000   15749.000     125.495
   13      24.000   19019.000     137.909
   14      26.000   21733.000     147.421
   15      28.000   23342.000     152.781
   16      30.000   24767.000     157.375
   17      32.000   24274.000     155.801
   18      34.000   24146.000     155.390
   19      36.000   22857.000     151.185
   20      38.000   20692.000     143.847
   21      40.000   19917.000     141.128
   22      42.000   18176.000     134.818
   23      44.000   16491.000     128.417
   24      46.000   14758.000     121.483
   25      48.000   13283.000     115.252
   26      50.000   11920.000     109.179
   27      52.000   10963.000     104.704
   28      54.000    9570.000      97.826
   29      56.000    8624.000      92.865
   30      58.000    7779.000      88.199
   31      60.000    7137.000      84.481
   32      62.000    6367.000      79.793
   33      64.000    5496.000      74.135
   34      66.000    5323.000      72.959
   35      68.000    4646.000      68.162
   36      70.000    4206.000      64.854
   37      72.000    3837.000      61.944
   38      74.000    3402.000      58.327
   39      76.000    3216.000      56.710
   40      78.000    2994.000      54.717
   41      80.000    2745.000      52.393
   42      82.000    2536.000      50.359
   43      84.000    2371.000      48.693
   44      86.000    1913.000      43.738
   45      88.000    1860.000      43.128
   46      90.000    1796.000      42.379
   47      92.000    1656.000      40.694
   48      94.000    1487.000      38.562
   49      96.000    1436.000      37.895
   50      98.000    1336.000      36.551
   51     100.000    1204.000      34.699
   52     102.000    1170.000      34.205
   53     104.000    1027.000      32.047
   54     106.000    1081.000      32.879
   55     108.000     956.000      30.919
   56     110.000     922.000      30.364
   57     112.000     902.000      30.033
   58     114.000     709.000      26.627
   59     116.000     781.000      27.946
   60     118.000     754.000      27.459
   61     120.000     651.000      25.515
   62     122.000     696.000      26.382
   63     124.000     586.000      24.207
   64     126.000     576.000      24.000
   65     128.000     577.000      24.021
   66     130.000     543.000      23.302
   67     132.000     529.000      23.000
   68     134.000     466.000      21.587
   69     136.000     487.000      22.068
   70     138.000     462.000      21.494
   71     140.000     440.000      20.976
   72     142.000     396.000      19.900
   73     144.000     348.000      18.655
   74     146.000     389.000      19.723
   75     148.000     404.000      20.100
   76     150.000     381.000      19.519
   77     152.000     359.000      18.947
   78     154.000     348.000      18.655
   79     156.000     287.000      16.941
   80     158.000     280.000      16.733
