  569  0.8432E+03   7.596  0.6368E-06  0.4657E-04  0.3593E-01
  571  0.8617E+03   7.763  0.7776E-06  0.5895E-04  0.4643E-01
  573  0.8805E+03   7.933  0.9467E-06  0.7438E-04  0.5981E-01
  575  0.8998E+03   8.106  0.1149E-05  0.9357E-04  0.7680E-01
  577  0.9195E+03   8.284  0.1391E-05  0.1174E-03  0.9833E-01
  579  0.9396E+03   8.465  0.1678E-05  0.1468E-03  0.1255E+00
  581  0.9602E+03   8.651  0.2019E-05  0.1830E-03  0.1597E+00
  583  0.9812E+03   8.840  0.2422E-05  0.2275E-03  0.2027E+00
  585  0.1003E+04   9.034  0.2897E-05  0.2820E-03  0.2565E+00
  587  0.1025E+04   9.231  0.3456E-05  0.3485E-03  0.3236E+00
  589  0.1047E+04   9.434  0.4110E-05  0.4296E-03  0.4072E+00
  591  0.1070E+04   9.640  0.4874E-05  0.5281E-03  0.5109E+00
  593  0.1093E+04   9.851  0.5764E-05  0.6473E-03  0.6392E+00
  595  0.1117E+04  10.067  0.6797E-05  0.7913E-03  0.7976E+00
  597  0.1142E+04  10.287  0.7991E-05  0.9647E-03  0.9924E+00
  599  0.1167E+04  10.513  0.9369E-05  0.1173E-02  0.1231E+01
  601  0.1192E+04  10.743  0.1095E-04  0.1422E-02  0.1524E+01
  603  0.1219E+04  10.978  0.1277E-04  0.1720E-02  0.1881E+01
  605  0.1245E+04  11.218  0.1484E-04  0.2074E-02  0.2315E+01
  607  0.1273E+04  11.464  0.1719E-04  0.2494E-02  0.2841E+01
  609  0.1300E+04  11.715  0.1986E-04  0.2991E-02  0.3477E+01
  611  0.1329E+04  11.972  0.2287E-04  0.3577E-02  0.4244E+01
  613  0.1358E+04  12.234  0.2626E-04  0.4267E-02  0.5166E+01
  615  0.1388E+04  12.502  0.3007E-04  0.5076E-02  0.6270E+01
  617  0.1418E+04  12.775  0.3431E-04  0.6021E-02  0.7589E+01
  619  0.1449E+04  13.055  0.3903E-04  0.7122E-02  0.9159E+01
  621  0.1481E+04  13.341  0.4425E-04  0.8401E-02  0.1102E+02
  623  0.1513E+04  13.633  0.5001E-04  0.9882E-02  0.1323E+02
