    1  0.1796E+01   0.016  0.7337E-03  0.0000E+00  0.0000E+00
    3  0.1835E+01   0.017  0.7341E-03  0.2886E-04  0.5211E-04
    5  0.1875E+01   0.017  0.7345E-03  0.5836E-04  0.1066E-03
    7  0.1916E+01   0.017  0.7349E-03  0.8853E-04  0.1634E-03
    9  0.1958E+01   0.018  0.7353E-03  0.1194E-03  0.2229E-03
   11  0.2001E+01   0.018  0.7357E-03  0.1509E-03  0.2850E-03
   13  0.2045E+01   0.018  0.7360E-03  0.1832E-03  0.3499E-03
   15  0.2090E+01   0.019  0.7362E-03  0.2161E-03  0.4176E-03
   17  0.2136E+01   0.019  0.7369E-03  0.2498E-03  0.4885E-03
   19  0.2182E+01   0.020  0.7377E-03  0.2843E-03  0.5625E-03
   21  0.2230E+01   0.020  0.7379E-03  0.3195E-03  0.6399E-03
   23  0.2279E+01   0.021  0.7492E-03  0.3558E-03  0.7213E-03
   25  0.2329E+01   0.021  0.7502E-03  0.3932E-03  0.8070E-03
   27  0.2380E+01   0.021  0.7511E-03  0.4315E-03  0.8966E-03
   29  0.2432E+01   0.022  0.7520E-03  0.4707E-03  0.9903E-03
   31  0.2485E+01   0.022  0.7530E-03  0.5107E-03  0.1088E-02
   33  0.2540E+01   0.023  0.7539E-03  0.5517E-03  0.1191E-02
   35  0.2595E+01   0.023  0.7547E-03  0.5937E-03  0.1298E-02
   37  0.2652E+01   0.024  0.7546E-03  0.6366E-03  0.1410E-02
   39  0.2710E+01   0.024  0.7544E-03  0.6804E-03  0.1527E-02
   41  0.2770E+01   0.025  0.7547E-03  0.7251E-03  0.1649E-02
   43  0.2830E+01   0.025  0.7549E-03  0.7709E-03  0.1776E-02
   45  0.2892E+01   0.026  0.7551E-03  0.8177E-03  0.1909E-02
   47  0.2956E+01   0.027  0.7545E-03  0.8655E-03  0.2048E-02
   49  0.3020E+01   0.027  0.7531E-03  0.9143E-03  0.2193E-02
   51  0.3086E+01   0.028  0.7503E-03  0.9641E-03  0.2344E-02
   53  0.3154E+01   0.028  0.7435E-03  0.1015E-02  0.2502E-02
   55  0.3223E+01   0.029  0.7283E-03  0.1066E-02  0.2664E-02
   57  0.3294E+01   0.030  0.7005E-03  0.1117E-02  0.2829E-02
   59  0.3366E+01   0.030  0.6388E-03  0.1166E-02  0.2993E-02
   61  0.3440E+01   0.031  0.5963E-03  0.1212E-02  0.3148E-02
   63  0.3515E+01   0.032  0.5694E-03  0.1257E-02  0.3302E-02
   65  0.3592E+01   0.032  0.5616E-03  0.1300E-02  0.3456E-02
   67  0.3670E+01   0.033  0.5561E-03  0.1344E-02  0.3615E-02
   69  0.3751E+01   0.034  0.5494E-03  0.1389E-02  0.3779E-02
   71  0.3833E+01   0.035  0.5415E-03  0.1434E-02  0.3949E-02
   73  0.3917E+01   0.035  0.5319E-03  0.1479E-02  0.4124E-02
   75  0.4003E+01   0.036  0.5197E-03  0.1525E-02  0.4302E-02
   77  0.4090E+01   0.037  0.4990E-03  0.1570E-02  0.4484E-02
   79  0.4180E+01   0.038  0.4580E-03  0.1613E-02  0.4664E-02
   81  0.4271E+01   0.038  0.4020E-03  0.1654E-02  0.4835E-02
   83  0.4365E+01   0.039  0.3456E-03  0.1690E-02  0.4991E-02
   85  0.4461E+01   0.040  0.3029E-03  0.1722E-02  0.5130E-02
   87  0.4558E+01   0.041  0.2794E-03  0.1751E-02  0.5259E-02
   89  0.4658E+01   0.042  0.2733E-03  0.1778E-02  0.5385E-02
   91  0.4760E+01   0.043  0.2824E-03  0.1806E-02  0.5516E-02
   93  0.4864E+01   0.044  0.2973E-03  0.1836E-02  0.5659E-02
   95  0.4971E+01   0.045  0.3145E-03  0.1868E-02  0.5816E-02
   97  0.5080E+01   0.046  0.3330E-03  0.1903E-02  0.5989E-02
   99  0.5191E+01   0.047  0.3477E-03  0.1941E-02  0.6181E-02
  101  0.5304E+01   0.048  0.3480E-03  0.1980E-02  0.6387E-02
  103  0.5421E+01   0.049  0.3339E-03  0.2020E-02  0.6601E-02
