  675  0.2658E+04  23.943  0.3314E-06  0.5128E-04  0.1278E+00
  677  0.2716E+04  24.468  0.4479E-06  0.7215E-04  0.1836E+00
  679  0.2775E+04  25.003  0.6013E-06  0.1009E-03  0.2622E+00
  681  0.2836E+04  25.551  0.8023E-06  0.1403E-03  0.3722E+00
  683  0.2898E+04  26.110  0.1064E-05  0.1940E-03  0.5253E+00
  685  0.2962E+04  26.682  0.1401E-05  0.2665E-03  0.7367E+00
  687  0.3027E+04  27.266  0.1832E-05  0.3640E-03  0.1027E+01
  689  0.3093E+04  27.863  0.2381E-05  0.4940E-03  0.1423E+01
  691  0.3161E+04  28.473  0.3074E-05  0.6664E-03  0.1959E+01
  693  0.3230E+04  29.097  0.3941E-05  0.8934E-03  0.2681E+01
  695  0.3300E+04  29.734  0.5017E-05  0.1190E-02  0.3645E+01
  697  0.3373E+04  30.385  0.6343E-05  0.1576E-02  0.4925E+01
  699  0.3447E+04  31.051  0.7962E-05  0.2073E-02  0.6611E+01
  701  0.3522E+04  31.730  0.9922E-05  0.2709E-02  0.8817E+01
  703  0.3599E+04  32.425  0.1227E-04  0.3518E-02  0.1168E+02
  705  0.3678E+04  33.135  0.1507E-04  0.4538E-02  0.1538E+02
  707  0.3759E+04  33.861  0.1837E-04  0.5816E-02  0.2010E+02
  709  0.3841E+04  34.602  0.2221E-04  0.7404E-02  0.2611E+02
  711  0.3925E+04  35.360  0.2666E-04  0.9363E-02  0.3367E+02
  713  0.4011E+04  36.134  0.3174E-04  0.1176E-01  0.4313E+02
  715  0.4099E+04  36.925  0.3749E-04  0.1467E-01  0.5488E+02
  717  0.4188E+04  37.734  0.4394E-04  0.1818E-01  0.6933E+02
  719  0.4280E+04  38.560  0.5107E-04  0.2237E-01  0.8698E+02
  721  0.4374E+04  39.405  0.5887E-04  0.2733E-01  0.1084E+03
  723  0.4470E+04  40.268  0.6731E-04  0.3317E-01  0.1340E+03
  725  0.4568E+04  41.149  0.7632E-04  0.3998E-01  0.1646E+03
  727  0.4668E+04  42.050  0.8580E-04  0.4785E-01  0.2008E+03
  729  0.4770E+04  42.971  0.9564E-04  0.5687E-01  0.2431E+03
  731  0.4874E+04  43.912  0.1057E-03  0.6712E-01  0.2923E+03
  733  0.4981E+04  44.874  0.1158E-03  0.7867E-01  0.3489E+03
  735  0.5090E+04  45.856  0.1258E-03  0.9158E-01  0.4136E+03
  737  0.5201E+04  46.860  0.1355E-03  0.1059E+00  0.4868E+03
  739  0.5315E+04  47.886  0.1448E-03  0.1216E+00  0.5689E+03
  741  0.5432E+04  48.935  0.1533E-03  0.1387E+00  0.6603E+03
  743  0.5551E+04  50.007  0.1609E-03  0.1572E+00  0.7612E+03
  745  0.5672E+04  51.102  0.1676E-03  0.1769E+00  0.8716E+03
  747  0.5796E+04  52.221  0.1731E-03  0.1979E+00  0.9913E+03
  749  0.5923E+04  53.364  0.1774E-03  0.2200E+00  0.1120E+04
  751  0.6053E+04  54.533  0.1804E-03  0.2432E+00  0.1258E+04
  753  0.6186E+04  55.727  0.1820E-03  0.2671E+00  0.1404E+04
  755  0.6321E+04  56.947  0.1824E-03  0.2918E+00  0.1557E+04
  757  0.6460E+04  58.194  0.1815E-03  0.3170E+00  0.1718E+04
  759  0.6601E+04  59.468  0.1795E-03  0.3427E+00  0.1884E+04
  761  0.6746E+04  60.770  0.1765E-03  0.3685E+00  0.2056E+04
  763  0.6893E+04  62.101  0.1725E-03  0.3944E+00  0.2231E+04
  765  0.7044E+04  63.461  0.1677E-03  0.4203E+00  0.2411E+04
  767  0.7198E+04  64.850  0.1623E-03  0.4459E+00  0.2592E+04
  769  0.7356E+04  66.271  0.1563E-03  0.4713E+00  0.2776E+04
  771  0.7517E+04  67.722  0.1499E-03  0.4962E+00  0.2960E+04
  773  0.7682E+04  69.205  0.1433E-03  0.5206E+00  0.3145E+04
  775  0.7850E+04  70.720  0.1364E-03  0.5444E+00  0.3328E+04
  777  0.8022E+04  72.269  0.1295E-03  0.5676E+00  0.3511E+04
  779  0.8197E+04  73.851  0.1225E-03  0.5900E+00  0.3692E+04
  781  0.8377E+04  75.468  0.1155E-03  0.6117E+00  0.3871E+04
  783  0.8560E+04  77.121  0.1087E-03  0.6326E+00  0.4047E+04
  785  0.8748E+04  78.809  0.1019E-03  0.6526E+00  0.4219E+04
  787  0.8939E+04  80.535  0.9532E-04  0.6718E+00  0.4388E+04
  789  0.9135E+04  82.299  0.8892E-04  0.6902E+00  0.4553E+04
