  697  0.3373E+04  30.385  0.3195E-06  0.5759E-04  0.1830E+00
  699  0.3447E+04  31.051  0.4427E-06  0.8330E-04  0.2702E+00
  701  0.3522E+04  31.730  0.6087E-06  0.1196E-03  0.3961E+00
  703  0.3599E+04  32.425  0.8305E-06  0.1706E-03  0.5766E+00
  705  0.3678E+04  33.135  0.1124E-05  0.2414E-03  0.8331E+00
  707  0.3759E+04  33.861  0.1510E-05  0.3392E-03  0.1195E+01
  709  0.3841E+04  34.602  0.2011E-05  0.4732E-03  0.1701E+01
  711  0.3925E+04  35.360  0.2656E-05  0.6551E-03  0.2404E+01
  713  0.4011E+04  36.134  0.3480E-05  0.9001E-03  0.3372E+01
  715  0.4099E+04  36.925  0.4522E-05  0.1227E-02  0.4692E+01
  717  0.4188E+04  37.734  0.5825E-05  0.1661E-02  0.6480E+01
  719  0.4280E+04  38.560  0.7438E-05  0.2231E-02  0.8879E+01
  721  0.4374E+04  39.405  0.9416E-05  0.2972E-02  0.1207E+02
  723  0.4470E+04  40.268  0.1181E-04  0.3929E-02  0.1628E+02
  725  0.4568E+04  41.149  0.1469E-04  0.5153E-02  0.2178E+02
  727  0.4668E+04  42.050  0.1810E-04  0.6705E-02  0.2891E+02
  729  0.4770E+04  42.971  0.2210E-04  0.8654E-02  0.3806E+02
  731  0.4874E+04  43.912  0.2673E-04  0.1108E-01  0.4970E+02
  733  0.4981E+04  44.874  0.3203E-04  0.1407E-01  0.6436E+02
  735  0.5090E+04  45.856  0.3802E-04  0.1772E-01  0.8266E+02
  737  0.5201E+04  46.860  0.4469E-04  0.2214E-01  0.1053E+03
  739  0.5315E+04  47.886  0.5203E-04  0.2744E-01  0.1330E+03
  741  0.5432E+04  48.935  0.5998E-04  0.3372E-01  0.1666E+03
  743  0.5551E+04  50.007  0.6848E-04  0.4111E-01  0.2069E+03
  745  0.5672E+04  51.102  0.7740E-04  0.4970E-01  0.2549E+03
  747  0.5796E+04  52.221  0.8664E-04  0.5960E-01  0.3114E+03
  749  0.5923E+04  53.364  0.9601E-04  0.7090E-01  0.3772E+03
  751  0.6053E+04  54.533  0.1054E-03  0.8366E-01  0.4532E+03
  753  0.6186E+04  55.727  0.1145E-03  0.9793E-01  0.5401E+03
  755  0.6321E+04  56.947  0.1232E-03  0.1137E+00  0.6384E+03
  757  0.6460E+04  58.194  0.1313E-03  0.1311E+00  0.7487E+03
  759  0.6601E+04  59.468  0.1387E-03  0.1499E+00  0.8711E+03
  761  0.6746E+04  60.770  0.1451E-03  0.1702E+00  0.1006E+04
  763  0.6893E+04  62.101  0.1504E-03  0.1918E+00  0.1152E+04
  765  0.7044E+04  63.461  0.1546E-03  0.2147E+00  0.1311E+04
  767  0.7198E+04  64.850  0.1575E-03  0.2387E+00  0.1481E+04
  769  0.7356E+04  66.271  0.1593E-03  0.2636E+00  0.1661E+04
  771  0.7517E+04  67.722  0.1598E-03  0.2893E+00  0.1851E+04
  773  0.7682E+04  69.205  0.1592E-03  0.3156E+00  0.2050E+04
  775  0.7850E+04  70.720  0.1575E-03  0.3423E+00  0.2256E+04
  777  0.8022E+04  72.269  0.1548E-03  0.3693E+00  0.2469E+04
  779  0.8197E+04  73.851  0.1513E-03  0.3963E+00  0.2687E+04
  781  0.8377E+04  75.468  0.1471E-03  0.4233E+00  0.2910E+04
  783  0.8560E+04  77.121  0.1422E-03  0.4500E+00  0.3135E+04
  785  0.8748E+04  78.809  0.1368E-03  0.4765E+00  0.3362E+04
  787  0.8939E+04  80.535  0.1310E-03  0.5024E+00  0.3590E+04
